Handle    	Owner               	Type                	Memory    
0x0635055c	weapons.smx         	IBaseMenu           	682       
0x0636055d	weapons.smx         	IBaseMenu           	641       
0x0637055e	weapons.smx         	IBaseMenu           	665       
0x0638055f	weapons.smx         	IBaseMenu           	440       
0x06390560	weapons.smx         	IBaseMenu           	501       
0x063a0561	weapons.smx         	IBaseMenu           	659       
0x063b0562	weapons.smx         	IBaseMenu           	822       
0x063c0563	weapons.smx         	IBaseMenu           	679       
0x063d0564	weapons.smx         	IBaseMenu           	722       
0x063e0565	weapons.smx         	IBaseMenu           	799       
0x063f0566	weapons.smx         	IBaseMenu           	694       
0x06400567	weapons.smx         	IBaseMenu           	621       
0x06410568	weapons.smx         	IBaseMenu           	704       
0x06420569	weapons.smx         	IBaseMenu           	622       
0x0643056a	weapons.smx         	IBaseMenu           	739       
0x0644056b	weapons.smx         	IBaseMenu           	682       
0x0645056c	weapons.smx         	IBaseMenu           	583       
0x0646056d	weapons.smx         	IBaseMenu           	601       
0x0647056e	weapons.smx         	IBaseMenu           	796       
0x0648056f	weapons.smx         	IBaseMenu           	798       
0x06490570	weapons.smx         	IBaseMenu           	795       
0x064a0571	weapons.smx         	IBaseMenu           	595       
0x064b0572	weapons.smx         	IBaseMenu           	601       
0x064c0573	weapons.smx         	IBaseMenu           	803       
0x064d0574	weapons.smx         	IBaseMenu           	605       
0x064e0575	weapons.smx         	IBaseMenu           	605       
0x064f0576	weapons.smx         	IBaseMenu           	596       
0x06500577	weapons.smx         	IBaseMenu           	817       
0x06510578	weapons.smx         	IBaseMenu           	585       
0x06520579	weapons.smx         	IBaseMenu           	586       
0x0653057a	weapons.smx         	IBaseMenu           	588       
0x0654057b	weapons.smx         	IBaseMenu           	585       
0x0655057c	weapons.smx         	IBaseMenu           	342       
0x0656057d	weapons.smx         	IBaseMenu           	353       
0x0657057e	weapons.smx         	IBaseMenu           	354       
0x0658057f	weapons.smx         	IBaseMenu           	354       
0x06590580	weapons.smx         	IBaseMenu           	351       
0x065a0581	weapons.smx         	IBaseMenu           	354       
0x065c0582	weapons.smx         	IBaseMenu           	779       
0x065d0583	weapons.smx         	IBaseMenu           	861       
0x065e0584	weapons.smx         	IBaseMenu           	760       
0x065f0585	weapons.smx         	IBaseMenu           	682       
0x06600586	weapons.smx         	IBaseMenu           	748       
0x06610587	weapons.smx         	IBaseMenu           	661       
0x06620588	weapons.smx         	IBaseMenu           	641       
0x06630589	weapons.smx         	IBaseMenu           	784       
0x0664058a	weapons.smx         	IBaseMenu           	689       
0x0665058b	weapons.smx         	IBaseMenu           	920       
0x0666058c	weapons.smx         	IBaseMenu           	685       
0x0667058d	weapons.smx         	IBaseMenu           	706       
0x0668058e	weapons.smx         	IBaseMenu           	801       
0x0669058f	weapons.smx         	IBaseMenu           	437       
0x066a0590	weapons.smx         	IBaseMenu           	740       
0x066b0591	weapons.smx         	IBaseMenu           	682       
0x066c0592	weapons.smx         	IBaseMenu           	641       
0x066d0593	weapons.smx         	IBaseMenu           	665       
0x066e0594	weapons.smx         	IBaseMenu           	440       
0x066f0595	weapons.smx         	IBaseMenu           	501       
0x06700596	weapons.smx         	IBaseMenu           	659       
0x06710597	weapons.smx         	IBaseMenu           	822       
0x06720598	weapons.smx         	IBaseMenu           	679       
0x06730599	weapons.smx         	IBaseMenu           	722       
0x0674059a	weapons.smx         	IBaseMenu           	799       
0x0675059b	weapons.smx         	IBaseMenu           	694       
0x0676059c	weapons.smx         	IBaseMenu           	621       
0x0677059d	weapons.smx         	IBaseMenu           	704       
0x0678059e	weapons.smx         	IBaseMenu           	622       
0x0679059f	weapons.smx         	IBaseMenu           	739       
0x067a05a0	weapons.smx         	IBaseMenu           	682       
0x067b05a1	weapons.smx         	IBaseMenu           	583       
0x067c05a2	weapons.smx         	IBaseMenu           	601       
0x067d05a3	weapons.smx         	IBaseMenu           	796       
0x067e05a4	weapons.smx         	IBaseMenu           	798       
0x067f05a5	weapons.smx         	IBaseMenu           	795       
0x068005a6	weapons.smx         	IBaseMenu           	595       
0x068105a7	weapons.smx         	IBaseMenu           	601       
0x068205a8	weapons.smx         	IBaseMenu           	803       
0x068305a9	weapons.smx         	IBaseMenu           	605       
0x068405aa	weapons.smx         	IBaseMenu           	605       
0x068505ab	weapons.smx         	IBaseMenu           	596       
0x068605ac	weapons.smx         	IBaseMenu           	817       
0x068705ad	weapons.smx         	IBaseMenu           	585       
0x068805ae	weapons.smx         	IBaseMenu           	586       
0x068905af	weapons.smx         	IBaseMenu           	588       
0x068a05b0	weapons.smx         	IBaseMenu           	585       
0x068b05b1	weapons.smx         	IBaseMenu           	342       
0x068c05b2	weapons.smx         	IBaseMenu           	353       
0x068d05b3	weapons.smx         	IBaseMenu           	354       
0x068e05b4	weapons.smx         	IBaseMenu           	354       
0x068f05b5	weapons.smx         	IBaseMenu           	351       
0x069005b6	weapons.smx         	IBaseMenu           	354       
0x069205b7	weapons.smx         	IBaseMenu           	779       
0x069305b8	weapons.smx         	IBaseMenu           	861       
0x069405b9	weapons.smx         	IBaseMenu           	760       
0x069505ba	weapons.smx         	IBaseMenu           	682       
0x069605bb	weapons.smx         	IBaseMenu           	748       
0x069705bc	weapons.smx         	IBaseMenu           	661       
0x069805bd	weapons.smx         	IBaseMenu           	641       
0x069905be	weapons.smx         	IBaseMenu           	784       
0x069a05bf	weapons.smx         	IBaseMenu           	689       
0x069b05c0	weapons.smx         	IBaseMenu           	920       
0x069c05c1	weapons.smx         	IBaseMenu           	685       
0x069d05c2	weapons.smx         	IBaseMenu           	706       
0x069e05c3	weapons.smx         	IBaseMenu           	801       
0x069f05c4	weapons.smx         	IBaseMenu           	437       
0x06a005c5	weapons.smx         	IBaseMenu           	740       
0x06a105c6	weapons.smx         	IBaseMenu           	682       
0x06a205c7	weapons.smx         	IBaseMenu           	641       
0x06a305c8	weapons.smx         	IBaseMenu           	665       
0x06a405c9	weapons.smx         	IBaseMenu           	440       
0x06a505ca	weapons.smx         	IBaseMenu           	501       
0x06a605cb	weapons.smx         	IBaseMenu           	659       
0x06a705cc	weapons.smx         	IBaseMenu           	822       
0x06a805cd	weapons.smx         	IBaseMenu           	679       
0x06a905ce	weapons.smx         	IBaseMenu           	722       
0x06aa05cf	weapons.smx         	IBaseMenu           	799       
0x06ab05d0	weapons.smx         	IBaseMenu           	694       
0x06ac05d1	weapons.smx         	IBaseMenu           	621       
0x06ad05d2	weapons.smx         	IBaseMenu           	704       
0x06ae05d3	weapons.smx         	IBaseMenu           	622       
0x06af05d4	weapons.smx         	IBaseMenu           	739       
0x06b005d5	weapons.smx         	IBaseMenu           	682       
0x06b105d6	weapons.smx         	IBaseMenu           	583       
0x06b205d7	weapons.smx         	IBaseMenu           	601       
0x06b305d8	weapons.smx         	IBaseMenu           	796       
0x06b405d9	weapons.smx         	IBaseMenu           	798       
0x06b505da	weapons.smx         	IBaseMenu           	795       
0x06b605db	weapons.smx         	IBaseMenu           	595       
0x06b705dc	weapons.smx         	IBaseMenu           	601       
0x06b805dd	weapons.smx         	IBaseMenu           	803       
0x06b905de	weapons.smx         	IBaseMenu           	605       
0x06ba05df	weapons.smx         	IBaseMenu           	605       
0x06bb05e0	weapons.smx         	IBaseMenu           	596       
0x06bc05e1	weapons.smx         	IBaseMenu           	817       
0x06bd05e2	weapons.smx         	IBaseMenu           	585       
0x06be05e3	weapons.smx         	IBaseMenu           	586       
0x06bf05e4	weapons.smx         	IBaseMenu           	588       
0x06c005e5	weapons.smx         	IBaseMenu           	585       
0x06c105e6	weapons.smx         	IBaseMenu           	342       
0x06c205e7	weapons.smx         	IBaseMenu           	353       
0x06c305e8	weapons.smx         	IBaseMenu           	354       
0x06c405e9	weapons.smx         	IBaseMenu           	354       
0x06c505ea	weapons.smx         	IBaseMenu           	351       
0x06c605eb	weapons.smx         	IBaseMenu           	354       
0x06c805ec	weapons.smx         	IBaseMenu           	779       
0x06c905ed	weapons.smx         	IBaseMenu           	861       
0x06ca05ee	weapons.smx         	IBaseMenu           	760       
0x06cb05ef	weapons.smx         	IBaseMenu           	682       
0x06cc05f0	weapons.smx         	IBaseMenu           	748       
0x06cd05f1	weapons.smx         	IBaseMenu           	661       
0x06ce05f2	weapons.smx         	IBaseMenu           	641       
0x06cf05f3	weapons.smx         	IBaseMenu           	784       
0x06d005f4	weapons.smx         	IBaseMenu           	689       
0x06d105f5	weapons.smx         	IBaseMenu           	920       
0x06d205f6	weapons.smx         	IBaseMenu           	685       
0x06d305f7	weapons.smx         	IBaseMenu           	706       
0x06d405f8	weapons.smx         	IBaseMenu           	801       
0x06d505f9	weapons.smx         	IBaseMenu           	437       
0x06d605fa	weapons.smx         	IBaseMenu           	740       
0x06d705fb	weapons.smx         	IBaseMenu           	682       
0x06d805fc	weapons.smx         	IBaseMenu           	641       
0x06d905fd	weapons.smx         	IBaseMenu           	665       
0x06da05fe	weapons.smx         	IBaseMenu           	440       
0x06db05ff	weapons.smx         	IBaseMenu           	501       
0x06dc0600	weapons.smx         	IBaseMenu           	659       
0x06dd0601	weapons.smx         	IBaseMenu           	822       
0x06de0602	weapons.smx         	IBaseMenu           	679       
0x06df0603	weapons.smx         	IBaseMenu           	722       
0x06e00604	weapons.smx         	IBaseMenu           	799       
0x06e10605	weapons.smx         	IBaseMenu           	694       
0x06e20606	weapons.smx         	IBaseMenu           	621       
0x06e30607	weapons.smx         	IBaseMenu           	704       
0x06e40608	weapons.smx         	IBaseMenu           	622       
0x06e50609	weapons.smx         	IBaseMenu           	739       
0x06e6060a	weapons.smx         	IBaseMenu           	682       
0x06e7060b	weapons.smx         	IBaseMenu           	583       
0x06e8060c	weapons.smx         	IBaseMenu           	601       
0x06e9060d	weapons.smx         	IBaseMenu           	796       
0x06ea060e	weapons.smx         	IBaseMenu           	798       
0x06eb060f	weapons.smx         	IBaseMenu           	795       
